Filename	Reference Text	Transcribed Text	Normalized Reference	Normalized Transcribed	Alignment	WER
common_voice_he_38146706	הִיא הִרְגִּישָׁה שְׂמֵחָה וְחַיְכָנִית	היא הרגישה שמחה והיכנית.	היא הרגישה שמחה וחיכנית	היא הרגישה שמחה והיכנית	היא->היא | הרגישה->הרגישה | שמחה->שמחה | וחיכנית->והיכנית	0.2500
common_voice_he_39844331	לא מדיני, לא פוליטי ולא מגזרי	לא מדיני, לא פוליטי ולא מגזרי.	לא מדיני לא פוליטי ולא מגזרי	לא מדיני לא פוליטי ולא מגזרי	לא->לא | מדיני->מדיני | לא->לא | פוליטי->פוליטי | ולא->ולא | מגזרי->מגזרי	0.0000
common_voice_he_39844332	מה זה כבודו הוזמן כדת וכדין	מה זה כבודו וזמן כדת וכדין?	מה זה כבודו הוזמן כדת וכדין	מה זה כבודו וזמן כדת וכדין	מה->מה | זה->זה | כבודו->כבודו | הוזמן->וזמן | כדת->כדת | וכדין->וכדין	0.1667
common_voice_he_39844333	הקול קול אהוד והידיים ידי ביבי	הקול קול אהוד והידיים ידי ביבי	הקול קול אהוד והידיים ידי ביבי	הקול קול אהוד והידיים ידי ביבי	הקול->הקול | קול->קול | אהוד->אהוד | והידיים->והידיים | ידי->ידי | ביבי->ביבי	0.0000
common_voice_he_39753055	ואפילו ייעד כבר מקום לבית-המשפט החדש בצפת	ואפילו ייעד כבר מקום חדש לבית המשפט החדש בצפת.	ואפילו ייעד כבר מקום לבית המשפט החדש בצפת	ואפילו ייעד כבר מקום חדש לבית המשפט החדש בצפת	ואפילו->ואפילו | ייעד->ייעד | כבר->כבר | מקום->מקום | <eps>->חדש | לבית->לבית | המשפט->המשפט | החדש->החדש | בצפת->בצפת	0.1250
common_voice_he_39753056	"""""""מבצע שלמה""""; מפקד סיירת מטכ""""ל בעבר יושב כאן"""""""	מבצע שלמה, מפקד סיירת מטכ״ל בעבר יושב כאן.	מבצע שלמה מפקד סיירת מטכ ל בעבר יושב כאן	מבצע שלמה מפקד סיירת מטכל בעבר יושב כאן	מבצע->מבצע | שלמה->שלמה | מפקד->מפקד | סיירת->סיירת | מטכ-><eps> | ל->מטכל | בעבר->בעבר | יושב->יושב | כאן->כאן	0.2222
common_voice_he_39753057	אף מילה יחידה לא תציל מפי, השמעת?!	אף מילה יחידה לא תציל מפי, השמעת?	אף מילה יחידה לא תציל מפי השמעת	אף מילה יחידה לא תציל מפי השמעת	אף->אף | מילה->מילה | יחידה->יחידה | לא->לא | תציל->תציל | מפי->מפי | השמעת->השמעת	0.0000
common_voice_he_39753058	ומן הראוי היה שמשרד החינוך יעסוק היום בדברים הרבה יותר חשובים	ומן הראוי היה שמשרד החינוך יעסוק היום בדברים הרבה יותר חשובים.	ומן הראוי היה שמשרד החינוך יעסוק היום בדברים הרבה יותר חשובים	ומן הראוי היה שמשרד החינוך יעסוק היום בדברים הרבה יותר חשובים	ומן->ומן | הראוי->הראוי | היה->היה | שמשרד->שמשרד | החינוך->החינוך | יעסוק->יעסוק | היום->היום | בדברים->בדברים | הרבה->הרבה | יותר->יותר | חשובים->חשובים	0.0000
common_voice_he_39753059	שילמדו משהו מהי קרן חברתית אמיתית חדשה	שילמדו משהו מהי קרן חברתית אמיתית חדשה.	שילמדו משהו מהי קרן חברתית אמיתית חדשה	שילמדו משהו מהי קרן חברתית אמיתית חדשה	שילמדו->שילמדו | משהו->משהו | מהי->מהי | קרן->קרן | חברתית->חברתית | אמיתית->אמיתית | חדשה->חדשה	0.0000
common_voice_he_39753067	אם היא חוששת להפסיד אנשים מהליכוד והיא הולכת ימינה	אם היא חוששת להפסיד אנשים מהליכוד והיא הולכת ימינה.	אם היא חוששת להפסיד אנשים מהליכוד והיא הולכת ימינה	אם היא חוששת להפסיד אנשים מהליכוד והיא הולכת ימינה	אם->אם | היא->היא | חוששת->חוששת | להפסיד->להפסיד | אנשים->אנשים | מהליכוד->מהליכוד | והיא->והיא | הולכת->הולכת | ימינה->ימינה	0.0000
common_voice_he_39753068	מוטלת אחריות לא לתת לאנשים לשמוע הרהורים בין השיטין	מוטלת אחריות לא לתת לאנשים לשמוע הרהורים בין השיטים.	מוטלת אחריות לא לתת לאנשים לשמוע הרהורים בין השיטין	מוטלת אחריות לא לתת לאנשים לשמוע הרהורים בין השיטים	מוטלת->מוטלת | אחריות->אחריות | לא->לא | לתת->לתת | לאנשים->לאנשים | לשמוע->לשמוע | הרהורים->הרהורים | בין->בין | השיטין->השיטים	0.1111
common_voice_he_39753069	לַדוּגְמָא – הַקוֹרֵס כָּאן. רָחוֹק הוּא מִלִהְיוֹת גֵיהִנוֹם עַל פָּנַי אֲדָמוֹת.	לדוגמה הקורס כאן רחוק הוא מלהיות גהינום על פני אדמות.	לדוגמא הקורס כאן רחוק הוא מלהיות גיהנום על פני אדמות	לדוגמה הקורס כאן רחוק הוא מלהיות גהינום על פני אדמות	לדוגמא->לדוגמה | הקורס->הקורס | כאן->כאן | רחוק->רחוק | הוא->הוא | מלהיות->מלהיות | גיהנום->גהינום | על->על | פני->פני | אדמות->אדמות	0.2000
common_voice_he_39753070	כדי ליצור כדאיות ליזמים ולבנות דירות להשכרה	כדי ליצור כדאיות ליזמים ולבנות דירות להשכרה.	כדי ליצור כדאיות ליזמים ולבנות דירות להשכרה	כדי ליצור כדאיות ליזמים ולבנות דירות להשכרה	כדי->כדי | ליצור->ליצור | כדאיות->כדאיות | ליזמים->ליזמים | ולבנות->ולבנות | דירות->דירות | להשכרה->להשכרה	0.0000
common_voice_he_39753072	כי זה לא מה שישמש תרופה	כי זה לא מה שישמש תרופה.	כי זה לא מה שישמש תרופה	כי זה לא מה שישמש תרופה	כי->כי | זה->זה | לא->לא | מה->מה | שישמש->שישמש | תרופה->תרופה	0.0000
common_voice_he_39753082	זה מראה בדיוק באיזו פשיטת רגל מוסרית נמצאת תנועת הליכוד	זה מראה בדיוק באיזו פשיטת רגל מוסרית נמצאת תנועת הליכוד.	זה מראה בדיוק באיזו פשיטת רגל מוסרית נמצאת תנועת הליכוד	זה מראה בדיוק באיזו פשיטת רגל מוסרית נמצאת תנועת הליכוד	זה->זה | מראה->מראה | בדיוק->בדיוק | באיזו->באיזו | פשיטת->פשיטת | רגל->רגל | מוסרית->מוסרית | נמצאת->נמצאת | תנועת->תנועת | הליכוד->הליכוד	0.0000
common_voice_he_39753083	חמאת בוטנים זה אחלה	חמאת בוטנים זה אחלה.	חמאת בוטנים זה אחלה	חמאת בוטנים זה אחלה	חמאת->חמאת | בוטנים->בוטנים | זה->זה | אחלה->אחלה	0.0000
common_voice_he_39753088	וְהַזָּקֵן תָּקַע בְּאוֹתוֹ מָקוֹם אֶת הַסַּכִּין שֶׁבִּקְצֵה הַמָּשׁוֹט	והזקן תקע באותו מקום את הסכין שבקצה המשות.	והזקן תקע באותו מקום את הסכין שבקצה המשוט	והזקן תקע באותו מקום את הסכין שבקצה המשות	והזקן->והזקן | תקע->תקע | באותו->באותו | מקום->מקום | את->את | הסכין->הסכין | שבקצה->שבקצה | המשוט->המשות	0.1250
common_voice_he_39753089	החל המשרד לטפל בבעיה החמורה הזאת כמו בעוד כמה בעיות חמורות	החל המשרד לטפל בבעיה החמורה הזאת כמו בעוד כמה בעיות חמורות.	החל המשרד לטפל בבעיה החמורה הזאת כמו בעוד כמה בעיות חמורות	החל המשרד לטפל בבעיה החמורה הזאת כמו בעוד כמה בעיות חמורות	החל->החל | המשרד->המשרד | לטפל->לטפל | בבעיה->בבעיה | החמורה->החמורה | הזאת->הזאת | כמו->כמו | בעוד->בעוד | כמה->כמה | בעיות->בעיות | חמורות->חמורות	0.0000
common_voice_he_39753112	גם יתחיל לראות מה קורה באמת בדמוקרטיה	גם יתחיל לראות מה קורה באמת בדמוקרטיה.	גם יתחיל לראות מה קורה באמת בדמוקרטיה	גם יתחיל לראות מה קורה באמת בדמוקרטיה	גם->גם | יתחיל->יתחיל | לראות->לראות | מה->מה | קורה->קורה | באמת->באמת | בדמוקרטיה->בדמוקרטיה	0.0000
common_voice_he_39753113	חיים בשקט, בשלווה ובשלום, בזכויות מלאות	חיים בשקט, בשלווה ובשלום, בזכויות מלאות.	חיים בשקט בשלווה ובשלום בזכויות מלאות	חיים בשקט בשלווה ובשלום בזכויות מלאות	חיים->חיים | בשקט->בשקט | בשלווה->בשלווה | ובשלום->ובשלום | בזכויות->בזכויות | מלאות->מלאות	0.0000
common_voice_he_39753114	השביל בין גן הילדים לגינה מואר באור אדום	השביל בין גן הילדים לגינה מואר באור אדום.	השביל בין גן הילדים לגינה מואר באור אדום	השביל בין גן הילדים לגינה מואר באור אדום	השביל->השביל | בין->בין | גן->גן | הילדים->הילדים | לגינה->לגינה | מואר->מואר | באור->באור | אדום->אדום	0.0000
common_voice_he_39753115	אני בטוח שלא זאת כוונת המחוקקים	אני בטוח שלא זאת כוונת המחוקקים.	אני בטוח שלא זאת כוונת המחוקקים	אני בטוח שלא זאת כוונת המחוקקים	אני->אני | בטוח->בטוח | שלא->שלא | זאת->זאת | כוונת->כוונת | המחוקקים->המחוקקים	0.0000
common_voice_he_39753116	ולהשתמש בשירותים הטובים שהמצרים מוכנים לתת	ולהשתמש בשירותים הטובים שהמצרים מוכנים לתת.	ולהשתמש בשירותים הטובים שהמצרים מוכנים לתת	ולהשתמש בשירותים הטובים שהמצרים מוכנים לתת	ולהשתמש->ולהשתמש | בשירותים->בשירותים | הטובים->הטובים | שהמצרים->שהמצרים | מוכנים->מוכנים | לתת->לתת	0.0000
common_voice_he_39753131	לא בתל-אביב ולא בחיפה ולא בערים	לא בתל אביב ולא בחיפה ולא בערים.	לא בתל אביב ולא בחיפה ולא בערים	לא בתל אביב ולא בחיפה ולא בערים	לא->לא | בתל->בתל | אביב->אביב | ולא->ולא | בחיפה->בחיפה | ולא->ולא | בערים->בערים	0.0000
common_voice_he_39753133	רצח ילדים, רצח שהדעת לא סובלת	רצח ילדים רצח שהדעת לא סובלת	רצח ילדים רצח שהדעת לא סובלת	רצח ילדים רצח שהדעת לא סובלת	רצח->רצח | ילדים->ילדים | רצח->רצח | שהדעת->שהדעת | לא->לא | סובלת->סובלת	0.0000
common_voice_he_39753134	בתאריך חמישה עשר באוקטובר נסגר המקום בצו מינהלי	בתאריך 15 באוקטובר נסגר המקום בצו מנהלי.	בתאריך 5 10 באוקטובר נסגר המקום בצו מינהלי	בתאריך 15 באוקטובר נסגר המקום בצו מנהלי	בתאריך->בתאריך | 5-><eps> | 10->15 | באוקטובר->באוקטובר | נסגר->נסגר | המקום->המקום | בצו->בצו | מינהלי->מנהלי	0.3750
common_voice_he_39753135	בתאריך שבעה באוקטובר אלפיים ושש נורה ונרצח בן משפחת קאדר	בתאריך 7 באוקטובר 2006 נורה ונרצח בן משפחת קאדר.	בתאריך 7 באוקטובר 2006 נורה ונרצח בן משפחת קאדר	בתאריך 7 באוקטובר 2006 נורה ונרצח בן משפחת קאדר	בתאריך->בתאריך | 7->7 | באוקטובר->באוקטובר | 2006->2006 | נורה->נורה | ונרצח->ונרצח | בן->בן | משפחת->משפחת | קאדר->קאדר	0.0000
common_voice_he_39753136	בלתי אנושית, בלתי הוגנת, בלתי צודקת	בלתי אנושית, בלתי הוגנת, בלתי צודקת.	בלתי אנושית בלתי הוגנת בלתי צודקת	בלתי אנושית בלתי הוגנת בלתי צודקת	בלתי->בלתי | אנושית->אנושית | בלתי->בלתי | הוגנת->הוגנת | בלתי->בלתי | צודקת->צודקת	0.0000
common_voice_he_39753149	מה אנחנו מתפלאים שפוגעים בציפור נפשנו	מה אנחנו מתפלאים שפוגעים בציפור נפשנו?	מה אנחנו מתפלאים שפוגעים בציפור נפשנו	מה אנחנו מתפלאים שפוגעים בציפור נפשנו	מה->מה | אנחנו->אנחנו | מתפלאים->מתפלאים | שפוגעים->שפוגעים | בציפור->בציפור | נפשנו->נפשנו	0.0000
common_voice_he_39753150	אני מביא דוגמאות לשלוש דמוקרטיות במזרח התיכון	אני מביא דוגמאות לשלוש דמוקרטיות במזרח התיכון.	אני מביא דוגמאות 3 דמוקרטיות במזרח התיכון	אני מביא דוגמאות 3 דמוקרטיות במזרח התיכון	אני->אני | מביא->מביא | דוגמאות->דוגמאות | 3->3 | דמוקרטיות->דמוקרטיות | במזרח->במזרח | התיכון->התיכון	0.0000
common_voice_he_39753151	אילו צעדים תנקוט כדי שזה אכן יבוצע	אילו צעדים תנקוט כדי שזה אכן יבוצע?	אילו צעדים תנקוט כדי שזה אכן יבוצע	אילו צעדים תנקוט כדי שזה אכן יבוצע	אילו->אילו | צעדים->צעדים | תנקוט->תנקוט | כדי->כדי | שזה->שזה | אכן->אכן | יבוצע->יבוצע	0.0000
common_voice_he_39753153	הצעדה תתחיל בשעה ארבע ליד התחנה המרכזית	הצעדה תתחיל בשעה 16 ליד התחנה המרכזית.	הצעדה תתחיל בשעה 4 ליד התחנה המרכזית	הצעדה תתחיל בשעה 16 ליד התחנה המרכזית	הצעדה->הצעדה | תתחיל->תתחיל | בשעה->בשעה | 4->16 | ליד->ליד | התחנה->התחנה | המרכזית->המרכזית	0.1429
common_voice_he_39753154	"""""""אז הבינו למה ההחלטה הזאת לא יכולה להתקבל ב""""שלוף"""""""	אז הבינו למה ההחלטה הזאת לא יכולה להתקבל בשלוף.	אז הבינו למה ההחלטה הזאת לא יכולה להתקבל ב שלוף	אז הבינו למה ההחלטה הזאת לא יכולה להתקבל בשלוף	אז->אז | הבינו->הבינו | למה->למה | ההחלטה->ההחלטה | הזאת->הזאת | לא->לא | יכולה->יכולה | להתקבל->להתקבל | ב-><eps> | שלוף->בשלוף	0.2000
common_voice_he_39753165	רַבּוֹת הָיוּ הָאַכְזָבוֹת	רבות היו האכזבות.	רבות היו האכזבות	רבות היו האכזבות	רבות->רבות | היו->היו | האכזבות->האכזבות	0.0000
common_voice_he_39753166	והם הכול-יכולים והם רשאים לעשות מה שהם רוצים בסילואן ובכלל בעיר ירושלים	והם הכל יכולים והם רשאים לעשות מה שהם רוצים בסילואן ובכלל בעיר ירושלים.	והם הכל יכולים והם רשאים לעשות מה שהם רוצים בסילואן ובכלל בעיר ירושלים	והם הכל יכולים והם רשאים לעשות מה שהם רוצים בסילואן ובכלל בעיר ירושלים	והם->והם | הכל->הכל | יכולים->יכולים | והם->והם | רשאים->רשאים | לעשות->לעשות | מה->מה | שהם->שהם | רוצים->רוצים | בסילואן->בסילואן | ובכלל->ובכלל | בעיר->בעיר | ירושלים->ירושלים	0.0000
common_voice_he_39753167	ראשי השירותים החשאיים של דרום-אפריקה היו הרבה יותר פרגמטיים מכל משטר האפרטהייד	ראשי השירותים החשאיים של דרום אפריקה היו הרבה יותר פרגמטיים מכל משטר האפרטהייד.	ראשי השירותים החשאיים של דרום אפריקה היו הרבה יותר פרגמטיים מכל משטר האפרטהייד	ראשי השירותים החשאיים של דרום אפריקה היו הרבה יותר פרגמטיים מכל משטר האפרטהייד	ראשי->ראשי | השירותים->השירותים | החשאיים->החשאיים | של->של | דרום->דרום | אפריקה->אפריקה | היו->היו | הרבה->הרבה | יותר->יותר | פרגמטיים->פרגמטיים | מכל->מכל | משטר->משטר | האפרטהייד->האפרטהייד	0.0000
common_voice_he_39753168	זה יתוקן בפרוטוקול ואני מניח שלא תקבלי מכתב פיטורים בדקות הקרובות	זה יתוקן בפרוטוקול ואני מניח שלא תקבלי מכתב פיטורים בדקות הקרובות.	זה יתוקן בפרוטוקול ואני מניח שלא תקבלי מכתב פיטורים בדקות הקרובות	זה יתוקן בפרוטוקול ואני מניח שלא תקבלי מכתב פיטורים בדקות הקרובות	זה->זה | יתוקן->יתוקן | בפרוטוקול->בפרוטוקול | ואני->ואני | מניח->מניח | שלא->שלא | תקבלי->תקבלי | מכתב->מכתב | פיטורים->פיטורים | בדקות->בדקות | הקרובות->הקרובות	0.0000
common_voice_he_39753169	תשלום המסים בא גם לתת חינוך לאנשים	תשלום המסים בא גם לתת חינוך לאנשים.	תשלום המסים בא גם לתת חינוך לאנשים	תשלום המסים בא גם לתת חינוך לאנשים	תשלום->תשלום | המסים->המסים | בא->בא | גם->גם | לתת->לתת | חינוך->חינוך | לאנשים->לאנשים	0.0000
common_voice_he_39753184	כשאין שמונה מאות שקל בבית עם ארבעה ילדים	כשאין שמונה מאות שקל בבית עם ארבעה ילדים.	כשאין 800 שקל בבית עם 4 ילדים	כשאין 800 שקל בבית עם 4 ילדים	כשאין->כשאין | 800->800 | שקל->שקל | בבית->בבית | עם->עם | 4->4 | ילדים->ילדים	0.0000
common_voice_he_39753185	האם להעביר אדמות להקמת יישוב ערבי זה ציוני או לא ציוני	האם להעביר אדמות להקמת יישוב ערבי זה ציוני או לא ציוני?	האם להעביר אדמות להקמת יישוב ערבי זה ציוני או לא ציוני	האם להעביר אדמות להקמת יישוב ערבי זה ציוני או לא ציוני	האם->האם | להעביר->להעביר | אדמות->אדמות | להקמת->להקמת | יישוב->יישוב | ערבי->ערבי | זה->זה | ציוני->ציוני | או->או | לא->לא | ציוני->ציוני	0.0000
common_voice_he_39753186	הם דואגים למיליון ורבע איש שנמצאים בקרנות הפנסיה הוותיקות והחדשות	הם דואגים למיליון ורבע איש שנמצאים בקרנות הפנסיה הוותיקות והחדשות.	הם דואגים למיליון ורבע איש שנמצאים בקרנות הפנסיה הוותיקות והחדשות	הם דואגים למיליון ורבע איש שנמצאים בקרנות הפנסיה הוותיקות והחדשות	הם->הם | דואגים->דואגים | למיליון->למיליון | ורבע->ורבע | איש->איש | שנמצאים->שנמצאים | בקרנות->בקרנות | הפנסיה->הפנסיה | הוותיקות->הוותיקות | והחדשות->והחדשות	0.0000
common_voice_he_39753187	נדמה לי שהתוכנית הזאת היא תוכנית אכזרית במיוחד	נדמה לי שהתוכנית הזאת היא תוכנית אכזרית במיוחד.	נדמה לי שהתוכנית הזאת היא תוכנית אכזרית במיוחד	נדמה לי שהתוכנית הזאת היא תוכנית אכזרית במיוחד	נדמה->נדמה | לי->לי | שהתוכנית->שהתוכנית | הזאת->הזאת | היא->היא | תוכנית->תוכנית | אכזרית->אכזרית | במיוחד->במיוחד	0.0000
common_voice_he_39753188	ללא כבישים וללא אמצעי תחבורה מסודרים	ללא כבישים וללא אמצעי תחבורה מסודרים.	ללא כבישים וללא אמצעי תחבורה מסודרים	ללא כבישים וללא אמצעי תחבורה מסודרים	ללא->ללא | כבישים->כבישים | וללא->וללא | אמצעי->אמצעי | תחבורה->תחבורה | מסודרים->מסודרים	0.0000
common_voice_he_39753206	הלילה הטעות הזאת תוקנה ומחירי הדלק ירדו	הלילה הטעות הזאת תוקנה ומחירי הדלק ירדו.	הלילה הטעות הזאת תוקנה ומחירי הדלק ירדו	הלילה הטעות הזאת תוקנה ומחירי הדלק ירדו	הלילה->הלילה | הטעות->הטעות | הזאת->הזאת | תוקנה->תוקנה | ומחירי->ומחירי | הדלק->הדלק | ירדו->ירדו	0.0000
common_voice_he_39753207	שחמישה אחוז מהדירות במכרזים שאנחנו מוציאים הולכים לדיור הציבורי	ש-5% מהדירות במכרזים שאנחנו מוציאים הולכים לדיור הציבורי.	5% מהדירות במכרזים שאנחנו מוציאים הולכים לדיור הציבורי	ש 5% מהדירות במכרזים שאנחנו מוציאים הולכים לדיור הציבורי	<eps>->ש | 5%->5% | מהדירות->מהדירות | במכרזים->במכרזים | שאנחנו->שאנחנו | מוציאים->מוציאים | הולכים->הולכים | לדיור->לדיור | הציבורי->הציבורי	0.1250
common_voice_he_39753209	אני חוזר ואומר: לא מיכאל איתן	אני חוזר ואומר, לא מיכאל איתן.	אני חוזר ואומר לא מיכאל איתן	אני חוזר ואומר לא מיכאל איתן	אני->אני | חוזר->חוזר | ואומר->ואומר | לא->לא | מיכאל->מיכאל | איתן->איתן	0.0000
common_voice_he_39753210	כמו גם להציב תמרור אזהרה ואמירה ברורה	כמו גם להציב תמרור אזהרה ואמירה ברורה.	כמו גם להציב תמרור אזהרה ואמירה ברורה	כמו גם להציב תמרור אזהרה ואמירה ברורה	כמו->כמו | גם->גם | להציב->להציב | תמרור->תמרור | אזהרה->אזהרה | ואמירה->ואמירה | ברורה->ברורה	0.0000
common_voice_he_39753224	משדרים ברחבי הארץ ואף סייע באיתור גגות מתאימים להתקנת המשדרים	משדרים ברחבי הארץ ואף סייע באיתור גגות מתאימים להתקנת המשדרים.	משדרים ברחבי הארץ ואף סייע באיתור גגות מתאימים להתקנת המשדרים	משדרים ברחבי הארץ ואף סייע באיתור גגות מתאימים להתקנת המשדרים	משדרים->משדרים | ברחבי->ברחבי | הארץ->הארץ | ואף->ואף | סייע->סייע | באיתור->באיתור | גגות->גגות | מתאימים->מתאימים | להתקנת->להתקנת | המשדרים->המשדרים	0.0000
common_voice_he_39753225	שתפעיל בתוך פרק זמן קצר תוכנית פיילוט להגברת הפיקוח והאכיפה בדרום הארץ	שתפעיל בתוך פרק זמן קצר תוכנית פיילוט להגברת הפיקוח והאכיפה בדרום הארץ.	שתפעיל בתוך פרק זמן קצר תוכנית פיילוט להגברת הפיקוח והאכיפה בדרום הארץ	שתפעיל בתוך פרק זמן קצר תוכנית פיילוט להגברת הפיקוח והאכיפה בדרום הארץ	שתפעיל->שתפעיל | בתוך->בתוך | פרק->פרק | זמן->זמן | קצר->קצר | תוכנית->תוכנית | פיילוט->פיילוט | להגברת->להגברת | הפיקוח->הפיקוח | והאכיפה->והאכיפה | בדרום->בדרום | הארץ->הארץ	0.0000
common_voice_he_39753226	תוכנית זו כוללת בחובה גזירות קשות מנשוא	תוכנית זו כוללת בחובה גזרות קשות מנשוא.	תוכנית זו כוללת בחובה גזירות קשות מנשוא	תוכנית זו כוללת בחובה גזרות קשות מנשוא	תוכנית->תוכנית | זו->זו | כוללת->כוללת | בחובה->בחובה | גזירות->גזרות | קשות->קשות | מנשוא->מנשוא	0.1429
common_voice_he_39753227	וידבר, יוצא מן האולם, פשוט מאוד	וידבר יוצא מן העולם, פשוט מאוד.	וידבר יוצא מן האולם פשוט מאוד	וידבר יוצא מן העולם פשוט מאוד	וידבר->וידבר | יוצא->יוצא | מן->מן | האולם->העולם | פשוט->פשוט | מאוד->מאוד	0.1667
common_voice_he_39753228	לא נתקדם, לא נלך, לא נבוא	לא נתקדם, לא נלך, לא נבוא.	לא נתקדם לא נלך לא נבוא	לא נתקדם לא נלך לא נבוא	לא->לא | נתקדם->נתקדם | לא->לא | נלך->נלך | לא->לא | נבוא->נבוא	0.0000
common_voice_he_39753242	חמישה אחוז זה עדיין מספר גדול	5% זה עדיין מספר גדול.	5% זה עדיין מספר גדול	5% זה עדיין מספר גדול	5%->5% | זה->זה | עדיין->עדיין | מספר->מספר | גדול->גדול	0.0000
common_voice_he_39753243	שפיר ושמואל, הנכדים, אחיו, אריה שילנסקי	שפיר ושמואל, הנכדים, אחיו, אריה שילנסקי	שפיר ושמואל הנכדים אחיו אריה שילנסקי	שפיר ושמואל הנכדים אחיו אריה שילנסקי	שפיר->שפיר | ושמואל->ושמואל | הנכדים->הנכדים | אחיו->אחיו | אריה->אריה | שילנסקי->שילנסקי	0.0000
common_voice_he_39753244	הַנָּשִׁים כְּבָר הָיוּ מְלֵאוֹת יְלָדִים חֲדָשִׁים.	הנשים כבר היו מלאות ילדים חדשים.	הנשים כבר היו מלאות ילדים חדשים	הנשים כבר היו מלאות ילדים חדשים	הנשים->הנשים | כבר->כבר | היו->היו | מלאות->מלאות | ילדים->ילדים | חדשים->חדשים	0.0000
common_voice_he_39753245	אדם הרעב ללחם הוא אדם שכבודו כאדם נפגע	אדם הרעב ללחם הוא אדם שכבודו כאדם נפגע.	אדם הרעב ללחם הוא אדם שכבודו כאדם נפגע	אדם הרעב ללחם הוא אדם שכבודו כאדם נפגע	אדם->אדם | הרעב->הרעב | ללחם->ללחם | הוא->הוא | אדם->אדם | שכבודו->שכבודו | כאדם->כאדם | נפגע->נפגע	0.0000
common_voice_he_39753246	שעם אדם ממוצא פלסטיני אי-אפשר להתחתן	שעם אדם ממוצא פלסטיני אי אפשר להתחתן.	שעם אדם ממוצא פלסטיני אי אפשר להתחתן	שעם אדם ממוצא פלסטיני אי אפשר להתחתן	שעם->שעם | אדם->אדם | ממוצא->ממוצא | פלסטיני->פלסטיני | אי->אי | אפשר->אפשר | להתחתן->להתחתן	0.0000
common_voice_he_39753268	הקניון הגדול מקבוצת עזריאלי	הקניון הגדול מקבוצת עזריאלי	הקניון הגדול מקבוצת עזריאלי	הקניון הגדול מקבוצת עזריאלי	הקניון->הקניון | הגדול->הגדול | מקבוצת->מקבוצת | עזריאלי->עזריאלי	0.0000
common_voice_he_39753269	פּוֹרְחִים כַּדּוּרִים, אֱגוֹזִים מִתְפַּצְּחִים – אֲנִי מִתְכַּוֵּן לִפְצָצוֹת.	פורחים כדורים, אגוזים מתפצחים, אני מתכוון לפצצות.	פורחים כדורים אגוזים מתפצחים אני מתכון לפצצות	פורחים כדורים אגוזים מתפצחים אני מתכוון לפצצות	פורחים->פורחים | כדורים->כדורים | אגוזים->אגוזים | מתפצחים->מתפצחים | אני->אני | מתכון->מתכוון | לפצצות->לפצצות	0.1429
common_voice_he_39753270	כדי לא להגיע למעשה גזעני או לאפליה	כדי לא להגיע למעשה גזעני או לאפליה.	כדי לא להגיע למעשה גזעני או לאפליה	כדי לא להגיע למעשה גזעני או לאפליה	כדי->כדי | לא->לא | להגיע->להגיע | למעשה->למעשה | גזעני->גזעני | או->או | לאפליה->לאפליה	0.0000
common_voice_he_39753271	ואכן ייקלטו מאות מורים ערבים במערכת החינוך היהודית	ואכן ייקלטו מאות מורים ערבים במערכת החינוך היהודית.	ואכן ייקלטו מאות מורים ערבים במערכת החינוך היהודית	ואכן ייקלטו מאות מורים ערבים במערכת החינוך היהודית	ואכן->ואכן | ייקלטו->ייקלטו | מאות->מאות | מורים->מורים | ערבים->ערבים | במערכת->במערכת | החינוך->החינוך | היהודית->היהודית	0.0000
common_voice_he_39753272	שלא ירגישו שהם לבד בסבל שהם סובלים	שלא ירגישו שהם לבד בסבל שהם סובלים.	שלא ירגישו שהם לבד בסבל שהם סובלים	שלא ירגישו שהם לבד בסבל שהם סובלים	שלא->שלא | ירגישו->ירגישו | שהם->שהם | לבד->לבד | בסבל->בסבל | שהם->שהם | סובלים->סובלים	0.0000
common_voice_he_39753279	החצי הדרומי הוא כבר לא ים	החצי הדרומי הוא כבר לא ים.	החצי הדרומי הוא כבר לא ים	החצי הדרומי הוא כבר לא ים	החצי->החצי | הדרומי->הדרומי | הוא->הוא | כבר->כבר | לא->לא | ים->ים	0.0000
common_voice_he_39753280	כמו יום האדמה וכמו אוקטובר אלפיים	כמו יום האדמה וכמו אוקטובר 2000.	כמו יום האדמה וכמו אוקטובר 2000	כמו יום האדמה וכמו אוקטובר 2000	כמו->כמו | יום->יום | האדמה->האדמה | וכמו->וכמו | אוקטובר->אוקטובר | 2000->2000	0.0000
common_voice_he_39753281	חלק גדול מהתאונות קורות מתחת לבתים	חלק גדול מהתאונות קורות מתחת לבתים.	חלק גדול מהתאונות קורות מתחת לבתים	חלק גדול מהתאונות קורות מתחת לבתים	חלק->חלק | גדול->גדול | מהתאונות->מהתאונות | קורות->קורות | מתחת->מתחת | לבתים->לבתים	0.0000
common_voice_he_39753282	וזה מה הבסיס לחלק גדול מטיעוניו	וזה מה הבסיס לחלק גדול מטיעוניו.	וזה מה הבסיס לחלק גדול מטיעוניו	וזה מה הבסיס לחלק גדול מטיעוניו	וזה->וזה | מה->מה | הבסיס->הבסיס | לחלק->לחלק | גדול->גדול | מטיעוניו->מטיעוניו	0.0000
