Filename	Background file	Start point (in seconds)	SNR
common_voice_he_41616730	noise-free-sound-0012.wav	18.57	2.16
common_voice_he_41616731	noise-free-sound-0841.wav	69.38	0.51
common_voice_he_41616740	noise-free-sound-0699.wav	33.01	2.37
common_voice_he_41616743	noise-free-sound-0055.wav	30.56	1.12
common_voice_he_41616745	noise-free-sound-0723.wav	26.88	5.64
common_voice_he_41616748	noise-free-sound-0288.wav	38.68	5.18
common_voice_he_41616756	noise-free-sound-0740.wav	49.47	2.22
common_voice_he_41616757	noise-free-sound-0244.wav	106.52	3.93
common_voice_he_41616758	noise-free-sound-0101.wav	54.27	0.46
common_voice_he_41616760	noise-free-sound-0480.wav	19.46	5.64
common_voice_he_41616761	noise-free-sound-0636.wav	9.64	5.33
common_voice_he_41616762	noise-free-sound-0439.wav	0.87	3.55
common_voice_he_41616770	noise-free-sound-0743.wav	32.84	1.32
common_voice_he_41616772	noise-free-sound-0256.wav	10.07	2.75
common_voice_he_41616788	noise-free-sound-0443.wav	4.54	1.39
common_voice_he_41616790	noise-free-sound-0761.wav	15.47	4.71
common_voice_he_41616792	noise-free-sound-0560.wav	72.90	2.87
common_voice_he_41616807	noise-free-sound-0055.wav	29.66	4.90
common_voice_he_41616808	noise-free-sound-0500.wav	0.81	4.37
common_voice_he_41616809	noise-free-sound-0646.wav	12.17	1.35
common_voice_he_41616811	noise-free-sound-0600.wav	2.88	5.15
common_voice_he_41617129	noise-free-sound-0251.wav	0.90	0.07
common_voice_he_41617130	noise-free-sound-0280.wav	41.17	5.34
common_voice_he_41617131	noise-free-sound-0117.wav	27.93	4.18
common_voice_he_41617133	noise-free-sound-0086.wav	18.99	3.51
common_voice_he_41617137	noise-free-sound-0474.wav	0.45	2.82
common_voice_he_41869858	noise-free-sound-0153.wav	12.92	5.60
common_voice_he_41869860	noise-free-sound-0080.wav	7.96	4.43
common_voice_he_41869861	noise-free-sound-0280.wav	57.23	2.80
common_voice_he_41896622	noise-free-sound-0533.wav	17.57	3.63
common_voice_he_42358470	noise-free-sound-0251.wav	26.00	5.03
common_voice_he_42402440	noise-free-sound-0288.wav	7.27	4.47
common_voice_he_42487978	noise-free-sound-0233.wav	38.73	2.98
common_voice_he_42487979	noise-free-sound-0533.wav	0.22	1.17
common_voice_he_42922381	noise-free-sound-0500.wav	3.55	0.98
common_voice_he_43281934	noise-free-sound-0661.wav	12.49	4.82
common_voice_he_43281935	noise-free-sound-0106.wav	10.11	2.64
common_voice_he_43281936	noise-free-sound-0740.wav	55.27	1.02
common_voice_he_43281938	noise-free-sound-0418.wav	14.93	3.47
common_voice_he_43281947	noise-free-sound-0504.wav	11.21	4.49
common_voice_he_43281958	noise-free-sound-0551.wav	3.58	3.69
common_voice_he_43313116	noise-free-sound-0086.wav	25.43	2.97
common_voice_he_43313117	noise-free-sound-0172.wav	13.25	5.72
common_voice_he_43313118	noise-free-sound-0381.wav	17.84	2.25
common_voice_he_43313119	noise-free-sound-0641.wav	13.46	0.73
common_voice_he_43313120	noise-free-sound-0674.wav	21.42	4.24
common_voice_he_43313168	noise-free-sound-0677.wav	43.45	2.25
common_voice_he_43503033	noise-free-sound-0173.wav	44.94	1.84
common_voice_he_43503040	noise-free-sound-0733.wav	17.93	2.76
common_voice_he_43503045	noise-sound-bible-0060.wav	14.20	1.36
common_voice_he_43503050	noise-free-sound-0754.wav	26.95	5.72
common_voice_he_43503051	noise-free-sound-0177.wav	0.79	2.67
common_voice_he_43503055	noise-free-sound-0382.wav	31.41	5.52
common_voice_he_43503067	noise-free-sound-0239.wav	5.24	5.69
common_voice_he_43512945	noise-free-sound-0031.wav	13.85	2.18
common_voice_he_43512961	noise-free-sound-0114.wav	56.21	1.37
common_voice_he_43539839	noise-free-sound-0249.wav	3.47	0.02
common_voice_he_43539841	noise-free-sound-0818.wav	29.38	2.36
common_voice_he_43539842	noise-free-sound-0397.wav	22.23	2.75
common_voice_he_43539843	noise-free-sound-0715.wav	30.93	1.03
common_voice_he_43539844	noise-free-sound-0086.wav	38.92	2.07
common_voice_he_43539846	noise-free-sound-0239.wav	13.25	3.63
common_voice_he_43539848	noise-free-sound-0073.wav	33.95	4.12
common_voice_he_43539852	noise-free-sound-0743.wav	7.11	0.69
common_voice_he_43539859	noise-free-sound-0459.wav	10.12	5.82
