Filename	Reference Text	Transcribed Text	Normalized Reference	Normalized Transcribed	Alignment	WER
common_voice_he_39327100	לְדָנִי קָרְאוּ דִּין דִּין דָּנִי	לדני קראו דין דין דן.	לדני קראו דין דין דני	לדני קראו דין דין דן	לדני->לדני | קראו->קראו | דין->דין | דין->דין | דני->דן	0.2000
common_voice_he_39327103	הַמּוֹרִים יוֹצְאִים מִחוּץ לָעִיר וּמְחַפְּשִׂים.	המורים יוצאים מחוץ לעיר ומחפשים.	המורים יוצאים מחוץ לעיר ומחפשים	המורים יוצאים מחוץ לעיר ומחפשים	המורים->המורים | יוצאים->יוצאים | מחוץ->מחוץ | לעיר->לעיר | ומחפשים->ומחפשים	0.0000
common_voice_he_39327105	הוּא פָּגַע רַק בַּבָּשָׂר וְהָעוֹר אֲשֶׁר עָלָיו מוּצָק הָיָה	הוא פגע רק בבשר, והאור אשר עליו מוצק היה.	הוא פגע רק בבשר והעור אשר עליו מוצק היה	הוא פגע רק בבשר והאור אשר עליו מוצק היה	הוא->הוא | פגע->פגע | רק->רק | בבשר->בבשר | והעור->והאור | אשר->אשר | עליו->עליו | מוצק->מוצק | היה->היה	0.1111
common_voice_he_39327107	זה אושר גדול לראות אתכם.	זה אושר גדול לראות אתכם.	זה אושר גדול לראות אתכם	זה אושר גדול לראות אתכם	זה->זה | אושר->אושר | גדול->גדול | לראות->לראות | אתכם->אתכם	0.0000
common_voice_he_39327109	מַה הַבְּשׂוֹרָה תַּחַת הַשָּׁמַיִם	מה הבשורה תחת השמיים?	מה הבשורה תחת השמים	מה הבשורה תחת השמיים	מה->מה | הבשורה->הבשורה | תחת->תחת | השמים->השמיים	0.2500
common_voice_he_39327110	והיקף השטח הפתוח בה קטן בהרבה מהסטנדרטים הבין-לאומיים הקיימים	והיקף השטח הפתוח בה קטן בהרבה מהסטנדרטים הבינלאומיים הקיימים.	והיקף השטח הפתוח בה קטן בהרבה מהסטנדרטים הבינלאומיים הקיימים	והיקף השטח הפתוח בה קטן בהרבה מהסטנדרטים הבינלאומיים הקיימים	והיקף->והיקף | השטח->השטח | הפתוח->הפתוח | בה->בה | קטן->קטן | בהרבה->בהרבה | מהסטנדרטים->מהסטנדרטים | הבינלאומיים->הבינלאומיים | הקיימים->הקיימים	0.0000
common_voice_he_39327112	הֲרֵיהוּ מְדַבֵּר בִּשְׂפַת סוּסִים.	הרי הוא מדבר בשפת סוסים.	הריהו מדבר בשפת סוסים	הרי הוא מדבר בשפת סוסים	<eps>->הרי | הריהו->הוא | מדבר->מדבר | בשפת->בשפת | סוסים->סוסים	0.5000
common_voice_he_39327118	אין אני בטוח כל עיקר שראוי אני לכך	אין אני בטוח כל עיקר שראוי אני לך.	אין אני בטוח כל עיקר שראוי אני לכך	אין אני בטוח כל עיקר שראוי אני לך	אין->אין | אני->אני | בטוח->בטוח | כל->כל | עיקר->עיקר | שראוי->שראוי | אני->אני | לכך->לך	0.1250
common_voice_he_39327119	כָּל הַמַּחְלָקוֹת חַיָּיבוֹת לָגֶשֶׁת בְּמֶרֶץ לָעֲבוֹדָה וּלְהִשְׁתַּדֵּל בְּכָל הַכּוֹחוֹת לְהַגְדִּיל אֶת חֶלְקָן.	כל המחלקות חייבות לגשת במרץ לעבודה ולהשתדל בכל הכוחות להגדיל את חלקן.	כל המחלקות חייבות לגשת במרץ לעבודה ולהשתדל בכל הכוחות להגדיל את חלקן	כל המחלקות חייבות לגשת במרץ לעבודה ולהשתדל בכל הכוחות להגדיל את חלקן	כל->כל | המחלקות->המחלקות | חייבות->חייבות | לגשת->לגשת | במרץ->במרץ | לעבודה->לעבודה | ולהשתדל->ולהשתדל | בכל->בכל | הכוחות->הכוחות | להגדיל->להגדיל | את->את | חלקן->חלקן	0.0000
common_voice_he_39327120	בִּנְשִׁימָה אַחַת, כְּמוֹ פָּרָה	בנשימה אחת כמו פרה.	בנשימה אחת כמו פרה	בנשימה אחת כמו פרה	בנשימה->בנשימה | אחת->אחת | כמו->כמו | פרה->פרה	0.0000
common_voice_he_39327121	סִיפְּרָה שֶאַתָה וּבַת דוֹדְךָ רוֹצִים לִנְסוֹעַ הַבַּיְתָה.	סיפרה שאתה ובת דודך רוצים לנסוע הביתה.	סיפרה שאתה ובת דודך רוצים לנסוע הביתה	סיפרה שאתה ובת דודך רוצים לנסוע הביתה	סיפרה->סיפרה | שאתה->שאתה | ובת->ובת | דודך->דודך | רוצים->רוצים | לנסוע->לנסוע | הביתה->הביתה	0.0000
common_voice_he_39327123	ועם כל זה היא כותבת מאמרים, ורק זה מעניין אותה!	ועם כל זה היא כותבת מאמרים ורק זה מעניין אותה.	ועם כל זה היא כותבת מאמרים ורק זה מעניין אותה	ועם כל זה היא כותבת מאמרים ורק זה מעניין אותה	ועם->ועם | כל->כל | זה->זה | היא->היא | כותבת->כותבת | מאמרים->מאמרים | ורק->ורק | זה->זה | מעניין->מעניין | אותה->אותה	0.0000
common_voice_he_39327124	כשתצא מכאן שוב אשאר לבדי.	כשתצא מכאן שוב אשאר לבדי.	כשתצא מכאן שוב אשאר לבדי	כשתצא מכאן שוב אשאר לבדי	כשתצא->כשתצא | מכאן->מכאן | שוב->שוב | אשאר->אשאר | לבדי->לבדי	0.0000
common_voice_he_39327125	נבקש לציין כי במקרים מתאימים תיבחן גם האפשרות לעתור למעצר ממש עד תום ההליכים	נבקש לציין כי במקרים מתאימים תיבחן גם האפשרות לעתור למעצר ממש עד דום ההליכים.	נבקש לציין כי במקרים מתאימים תיבחן גם האפשרות לעתור למעצר ממש עד תום ההליכים	נבקש לציין כי במקרים מתאימים תיבחן גם האפשרות לעתור למעצר ממש עד דום ההליכים	נבקש->נבקש | לציין->לציין | כי->כי | במקרים->במקרים | מתאימים->מתאימים | תיבחן->תיבחן | גם->גם | האפשרות->האפשרות | לעתור->לעתור | למעצר->למעצר | ממש->ממש | עד->עד | תום->דום | ההליכים->ההליכים	0.0714
common_voice_he_39327126	מָצָאנוּ אֶת הַלּוּחַ	מצאנו את הלוח.	מצאנו את הלוח	מצאנו את הלוח	מצאנו->מצאנו | את->את | הלוח->הלוח	0.0000
common_voice_he_39327137	אֵינִי רוֹצֶה, אֵינִי יָכוֹל	איני רוצה, איני יכול	איני רוצה איני יכול	איני רוצה איני יכול	איני->איני | רוצה->רוצה | איני->איני | יכול->יכול	0.0000
common_voice_he_39327138	אִם תַּסְכִּימוּ, הֲרֵינִי מוּכָן לַעֲשׂוֹת בִּקּוּר קָצָר בְּחֶדְרוֹ	אם תסכימו, הריני מוכן לעשות ביקור קצר בחדרו.	אם תסכימו הריני מוכן לעשות בקור קצר בחדרו	אם תסכימו הריני מוכן לעשות ביקור קצר בחדרו	אם->אם | תסכימו->תסכימו | הריני->הריני | מוכן->מוכן | לעשות->לעשות | בקור->ביקור | קצר->קצר | בחדרו->בחדרו	0.1250
common_voice_he_39327139	מה טוב היה לי לו יכולתי להאמין	מה טוב היה לי, לו יכולתי להאמין.	מה טוב היה לי לו יכולתי להאמין	מה טוב היה לי לו יכולתי להאמין	מה->מה | טוב->טוב | היה->היה | לי->לי | לו->לו | יכולתי->יכולתי | להאמין->להאמין	0.0000
common_voice_he_39327140	כל השאר אינו ולא כלום לעומת קושי זה.	כל השאר אינו ולא כלום לעומת קושי זה.	כל השאר אינו ולא כלום לעומת קושי זה	כל השאר אינו ולא כלום לעומת קושי זה	כל->כל | השאר->השאר | אינו->אינו | ולא->ולא | כלום->כלום | לעומת->לעומת | קושי->קושי | זה->זה	0.0000
common_voice_he_39327141	כל מה שטיפחתי בעומק לבי בשנה האחרונה – אין להם עדיין יסוד איתן.	כל מה שטיפחתי בעומק לבי בשנה האחרונה,  אין להם עדיין יסוד איתן.	כל מה שטיפחתי בעומק לבי בשנה האחרונה   אין להם עדיין יסוד איתן	כל מה שטיפחתי בעומק לבי בשנה האחרונה  אין להם עדיין יסוד איתן	כל->כל | מה->מה | שטיפחתי->שטיפחתי | בעומק->בעומק | לבי->לבי | בשנה->בשנה | האחרונה->האחרונה | אין->אין | להם->להם | עדיין->עדיין | יסוד->יסוד | איתן->איתן	0.0000
common_voice_he_39327147	גם כי יזקין לא יסור ממנה	גם כי הזקין לא יסור מכינה	גם כי יזקין לא יסור ממנה	גם כי הזקין לא יסור מכינה	גם->גם | כי->כי | יזקין->הזקין | לא->לא | יסור->יסור | ממנה->מכינה	0.3333
common_voice_he_39327148	יש לנו הרבה מה לומר בהקשר של אותם נושאים שמופקדים בידי משטרת ישראל	יש לנו הרבה מה לומר בהקשר של אותם נושאים שמופקדים בידי משטרת ישראל.	יש לנו הרבה מה לומר בהקשר של אותם נושאים שמופקדים בידי משטרת ישראל	יש לנו הרבה מה לומר בהקשר של אותם נושאים שמופקדים בידי משטרת ישראל	יש->יש | לנו->לנו | הרבה->הרבה | מה->מה | לומר->לומר | בהקשר->בהקשר | של->של | אותם->אותם | נושאים->נושאים | שמופקדים->שמופקדים | בידי->בידי | משטרת->משטרת | ישראל->ישראל	0.0000
common_voice_he_39327151	הָאָרֶץ, שֶׁעַל יְדֵי חַיִּים כָּאֵלֶּה עוֹמֶדֶת לְהִיבָּנוֹת.	הארץ שעל ידי חיים כאלה עומדת להיבנות.	הארץ שעל ידי חיים כאלה עומדת להיבנות	הארץ שעל ידי חיים כאלה עומדת להיבנות	הארץ->הארץ | שעל->שעל | ידי->ידי | חיים->חיים | כאלה->כאלה | עומדת->עומדת | להיבנות->להיבנות	0.0000
common_voice_he_39327152	מובן שלא בין יהודים כאלה: חופשיים, עמלים, שקטים, ולדעתי גם מאושרים.	במובן שלא בן-יהודים כאלה חופשים אמינים שקפים ולדעתי גם מושעים.	מובן שלא בין יהודים כאלה חופשיים עמלים שקטים ולדעתי גם מאושרים	במובן שלא בן יהודים כאלה חופשים אמינים שקפים ולדעתי גם מושעים	מובן->במובן | שלא->שלא | בין->בן | יהודים->יהודים | כאלה->כאלה | חופשיים->חופשים | עמלים->אמינים | שקטים->שקפים | ולדעתי->ולדעתי | גם->גם | מאושרים->מושעים	0.5455
common_voice_he_39327181	וכך בכל פעם יש איזה שינוי.	וכך בכל פעם יש איזה שינוי.	וכך בכל פעם יש איזה שינוי	וכך בכל פעם יש איזה שינוי	וכך->וכך | בכל->בכל | פעם->פעם | יש->יש | איזה->איזה | שינוי->שינוי	0.0000
common_voice_he_39327182	הַשָּׁעָה כְּעֵת הִיא שְׁתַּיִם וָחֵצִי לְאַחַר חֲצוֹת	השעה כעת היא שתיים וחצי לאחר חצות.	השעה כעת היא 2 וחצי לאחר חצות	השעה כעת היא 2 וחצי לאחר חצות	השעה->השעה | כעת->כעת | היא->היא | 2->2 | וחצי->וחצי | לאחר->לאחר | חצות->חצות	0.0000
common_voice_he_39327183	מול ארגז הגזירות המיושן הזה שעכשיו מטילים לפתחנו	מול ארגד הגזרות המיושן הזה שעכשיו מתאימים לפתחנו	מול ארגז הגזרות המיושן הזה שעכשיו מטילים לפתחנו	מול ארגד הגזרות המיושן הזה שעכשיו מתאימים לפתחנו	מול->מול | ארגז->ארגד | הגזרות->הגזרות | המיושן->המיושן | הזה->הזה | שעכשיו->שעכשיו | מטילים->מתאימים | לפתחנו->לפתחנו	0.2500
common_voice_he_39327184	יפה מאוד	יפה מאוד	יפה מאוד	יפה מאוד	יפה->יפה | מאוד->מאוד	0.0000
common_voice_he_39327185	רַק יוֹסִי’לִי עָמַד כְּשֶׁעֵינָיו פְּקוּחוֹת וּמַזְהִירוֹת וּפִיו אֵינוֹ פּוֹסֵק מִלְמַלְמֵל	רק יוסי עמד כשעיניו פקוחות ומזהירות ופיו אינו פוסק מלמלמל.	רק יוסי לי עמד כשעיניו פקוחות ומזהירות ופיו אינו פוסק מלמלמל	רק יוסי עמד כשעיניו פקוחות ומזהירות ופיו אינו פוסק מלמלמל	רק->רק | יוסי->יוסי | לי-><eps> | עמד->עמד | כשעיניו->כשעיניו | פקוחות->פקוחות | ומזהירות->ומזהירות | ופיו->ופיו | אינו->אינו | פוסק->פוסק | מלמלמל->מלמלמל	0.0909
common_voice_he_39327196	וּבֶאֱמֶת הָלַכְנוּ וְלֹא יָדַעְנוּ לְאָן.	באמת הלכנו ולא ידענו לאן.	ובאמת הלכנו ולא ידענו לאן	באמת הלכנו ולא ידענו לאן	ובאמת->באמת | הלכנו->הלכנו | ולא->ולא | ידענו->ידענו | לאן->לאן	0.2000
common_voice_he_39327197	שתהליך חינוכי להפחתת האלימות הוא מאמץ יומיומי מתמשך וארוך טווח	שתהליך חינוכי להפצת האלימות ומאמץ יומיומי מתמשך וארוך טווח.	שתהליך חינוכי להפחתת האלימות הוא מאמץ יומיומי מתמשך וארוך טווח	שתהליך חינוכי להפצת האלימות ומאמץ יומיומי מתמשך וארוך טווח	שתהליך->שתהליך | חינוכי->חינוכי | להפחתת->להפצת | האלימות->האלימות | הוא-><eps> | מאמץ->ומאמץ | יומיומי->יומיומי | מתמשך->מתמשך | וארוך->וארוך | טווח->טווח	0.3000
common_voice_he_39327198	וְלֹ֤א זָֽכְרוּ֙ בְּנֵ֣י יִשְׂרָאֵ֔ל אֶת־יְהוָ֖ה אֱלֹהֵיהֶ֑ם הַמַּצִּ֥יל אוֹתָ֛ם מִיַּ֥ד כָּל־אֹיְבֵיהֶ֖ם מִסָּבִֽיב׃	ולא זכרו בני ישראל את אדוני אלוהיהם המציל אותם מיד כל אויביהם מסביב.	ולא זכרו בני ישראל את יהוה אלוהיהם המציל אותם מיד כל איביהם מסביב	ולא זכרו בני ישראל את אדוני אלוהיהם המציל אותם מיד כל אויביהם מסביב	ולא->ולא | זכרו->זכרו | בני->בני | ישראל->ישראל | את->את | יהוה->אדוני | אלוהיהם->אלוהיהם | המציל->המציל | אותם->אותם | מיד->מיד | כל->כל | איביהם->אויביהם | מסביב->מסביב	0.1538
common_voice_he_39327199	הַכַּלְבָּה הֵבִיאָה לְאוֹר הָעוֹלָם שְׁנֵי גוּרִים	הכלבה הביאה לאור העולם שני איגורים	הכלבה הביאה לאור העולם שני גורים	הכלבה הביאה לאור העולם שני איגורים	הכלבה->הכלבה | הביאה->הביאה | לאור->לאור | העולם->העולם | שני->שני | גורים->איגורים	0.1667
common_voice_he_39327200	וּבְעֵת רַחֲמִים, בֵּין-הַשְּׁמָשׁוֹת	ובעת רחמים בין השמשות	ובעת רחמים בין השמשות	ובעת רחמים בין השמשות	ובעת->ובעת | רחמים->רחמים | בין->בין | השמשות->השמשות	0.0000
common_voice_he_39327214	במקום לקחת גדר ביטחונית במקום שמפריד ועוצר טרוריסטים	במקום לקחת גדר ביטחונית במקום שמפריד ועוצר טרוריסטים,	במקום לקחת גדר ביטחונית במקום שמפריד ועוצר טרוריסטים	במקום לקחת גדר ביטחונית במקום שמפריד ועוצר טרוריסטים	במקום->במקום | לקחת->לקחת | גדר->גדר | ביטחונית->ביטחונית | במקום->במקום | שמפריד->שמפריד | ועוצר->ועוצר | טרוריסטים->טרוריסטים	0.0000
common_voice_he_39327215	אוֹמְרִים, אַהֲבָה יֵשׁ בָּעוֹלָם – מַה-זֹּאת אַהֲבָה?	אומרים אהבה יש בעולם, מה זאת אהבה?	אומרים אהבה יש בעולם   מה זאת אהבה	אומרים אהבה יש בעולם מה זאת אהבה	אומרים->אומרים | אהבה->אהבה | יש->יש | בעולם->בעולם | מה->מה | זאת->זאת | אהבה->אהבה	0.0000
common_voice_he_39327216	אִם הַשְׁעָרָתוֹ שֶׁל הַנּוֹרְוֶגִי נְכוֹנָה הִיא, הֲרֵינִי מַצִּיעַ אֶת עַצְמִי לְעֶזְרָתְךָ.	עם השערתו של הנורבגי נכונה היא הרימי מציע את עצמי לאזורתך.	אם השערתו של הנורוגי נכונה היא הריני מציע את עצמי לעזרתך	עם השערתו של הנורבגי נכונה היא הרימי מציע את עצמי לאזורתך	אם->עם | השערתו->השערתו | של->של | הנורוגי->הנורבגי | נכונה->נכונה | היא->היא | הריני->הרימי | מציע->מציע | את->את | עצמי->עצמי | לעזרתך->לאזורתך	0.3636
common_voice_he_39327217	אִם לֹא גָמַלְתָּ עָלַי אֶת הַחֶסֶד	אם לא גמלת עליי את החסד	אם לא גמלת עלי את החסד	אם לא גמלת עליי את החסד	אם->אם | לא->לא | גמלת->גמלת | עלי->עליי | את->את | החסד->החסד	0.1667
common_voice_he_39327218	הָיְתָה לָנוּ אֲסֵפָה קְצָרָה וְכֻולָּנוּ הִסְכַּמְנוּ לָלֶכֶת לַמּוֹרָד	הייתה לנו אספה קצרה וכולנו הסכמנו ללכת למורד.	הייתה לנו אספה קצרה וכולנו הסכמנו ללכת למורד	הייתה לנו אספה קצרה וכולנו הסכמנו ללכת למורד	הייתה->הייתה | לנו->לנו | אספה->אספה | קצרה->קצרה | וכולנו->וכולנו | הסכמנו->הסכמנו | ללכת->ללכת | למורד->למורד	0.0000
common_voice_he_39642806	מגיעים לתוצאות, ומגיעים לתוצאות טובות ומעולות	מגיעים לתוצאות ומגיעים לתוצאות טובות ומהולות.	מגיעים לתוצאות ומגיעים לתוצאות טובות ומעולות	מגיעים לתוצאות ומגיעים לתוצאות טובות ומהולות	מגיעים->מגיעים | לתוצאות->לתוצאות | ומגיעים->ומגיעים | לתוצאות->לתוצאות | טובות->טובות | ומעולות->ומהולות	0.1667
common_voice_he_39642807	בקריאת מכתב שקיבלתי כאשר ביקרתי בנצרים	בקריאת מכתב שקיבלתי כאשר ביקרתי במוסרים	בקריאת מכתב שקיבלתי כאשר ביקרתי בנצרים	בקריאת מכתב שקיבלתי כאשר ביקרתי במוסרים	בקריאת->בקריאת | מכתב->מכתב | שקיבלתי->שקיבלתי | כאשר->כאשר | ביקרתי->ביקרתי | בנצרים->במוסרים	0.1667
common_voice_he_39642808	חלק גדול מהם לא נמצאים כאן	חלק גדול מהם לא נמצאים כאן.	חלק גדול מהם לא נמצאים כאן	חלק גדול מהם לא נמצאים כאן	חלק->חלק | גדול->גדול | מהם->מהם | לא->לא | נמצאים->נמצאים | כאן->כאן	0.0000
common_voice_he_39642809	הדין של ירושלים לא ייחרץ על-ידי קבוצה פרובוקטיבית ומתוסכלת זו	הדין של ירושלים לא ייחרף על ידי קבוצה פרובוקטיבית ומתסכלת פה.	הדין של ירושלים לא ייחרץ על ידי קבוצה פרובוקטיבית ומתוסכלת זו	הדין של ירושלים לא ייחרף על ידי קבוצה פרובוקטיבית ומתסכלת פה	הדין->הדין | של->של | ירושלים->ירושלים | לא->לא | ייחרץ->ייחרף | על->על | ידי->ידי | קבוצה->קבוצה | פרובוקטיבית->פרובוקטיבית | ומתוסכלת->ומתסכלת | זו->פה	0.2727
common_voice_he_39642810	לא רק השכבות החלשות ייפלו בו ויסבלו ממנו	לא רק השכבות החלשות יקלו בו והשכבות קילו ממנו	לא רק השכבות החלשות יפלו בו ויסבלו ממנו	לא רק השכבות החלשות יקלו בו והשכבות קילו ממנו	לא->לא | רק->רק | השכבות->השכבות | החלשות->החלשות | יפלו->יקלו | בו->בו | <eps>->והשכבות | ויסבלו->קילו | ממנו->ממנו	0.3750
common_voice_he_39642811	זה לא מתחיל מזה שלא גובים ארנונה	זה לא מתחיל מזה שלא בורים לך, נכון?	זה לא מתחיל מזה שלא גובים ארנונה	זה לא מתחיל מזה שלא בורים לך נכון	זה->זה | לא->לא | מתחיל->מתחיל | מזה->מזה | שלא->שלא | <eps>->בורים | גובים->לך | ארנונה->נכון	0.4286
common_voice_he_39642813	כי אם זה תלוי בחלק מהיושבים פה	כי אם זה תלוי בשלטותך הם יושבים פה	כי אם זה תלוי בחלק מהיושבים פה	כי אם זה תלוי בשלטותך הם יושבים פה	כי->כי | אם->אם | זה->זה | תלוי->תלוי | <eps>->בשלטותך | בחלק->הם | מהיושבים->יושבים | פה->פה	0.4286
common_voice_he_39642814	אז יקרה משהו או לא יקרה משהו	אז יקרה משהו או לא יקרה משהו.	אז יקרה משהו או לא יקרה משהו	אז יקרה משהו או לא יקרה משהו	אז->אז | יקרה->יקרה | משהו->משהו | או->או | לא->לא | יקרה->יקרה | משהו->משהו	0.0000
common_voice_he_39642815	אז מה מצפים שנחשוב לגבי הזקנים	אז מה מצפים כשנחשוב לגבי ההסכמים?	אז מה מצפים שנחשוב לגבי הזקנים	אז מה מצפים כשנחשוב לגבי ההסכמים	אז->אז | מה->מה | מצפים->מצפים | שנחשוב->כשנחשוב | לגבי->לגבי | הזקנים->ההסכמים	0.3333
common_voice_he_39642817	ואפילו כפרים ערביים שנופלים בקטגוריה הזאת הוצאו מהרשימה	ואפילו כפרים ערביים שנופלים בקטגוריה הזאת הוצאו מהרשימה.	ואפילו כפרים ערביים שנופלים בקטגוריה הזאת הוצאו מהרשימה	ואפילו כפרים ערביים שנופלים בקטגוריה הזאת הוצאו מהרשימה	ואפילו->ואפילו | כפרים->כפרים | ערביים->ערביים | שנופלים->שנופלים | בקטגוריה->בקטגוריה | הזאת->הזאת | הוצאו->הוצאו | מהרשימה->מהרשימה	0.0000
common_voice_he_39642818	אבל היא תדבר במשך שבע דקות	אבל היא תדבר במשך שבע דקות.	אבל היא תדבר במשך 7 דקות	אבל היא תדבר במשך 7 דקות	אבל->אבל | היא->היא | תדבר->תדבר | במשך->במשך | 7->7 | דקות->דקות	0.0000
common_voice_he_39642819	אז היוזמה להקמת היחידה היא מפוארת	אז היוזמה להקמת היחידה היא מפוארת.	אז היוזמה להקמת היחידה היא מפוארת	אז היוזמה להקמת היחידה היא מפוארת	אז->אז | היוזמה->היוזמה | להקמת->להקמת | היחידה->היחידה | היא->היא | מפוארת->מפוארת	0.0000
common_voice_he_39884492	הרי הוא צמח בשכונה ד' בבאר-שבע	הרי הוא צמח בשכונה ד' בבאר שבע	הרי הוא צמח בשכונה ד בבאר 7	הרי הוא צמח בשכונה ד בבאר 7	הרי->הרי | הוא->הוא | צמח->צמח | בשכונה->בשכונה | ד->ד | בבאר->בבאר | 7->7	0.0000
common_voice_he_38078769	רַק הַלְּבָנָה וְהַכּוֹכָבִים הֵאִירוּ אֶת הַדֶּרֶךְ.	אהההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההה	רק הלבנה והכוכבים האירו את הדרך	אהההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההה	רק-><eps> | הלבנה-><eps> | והכוכבים-><eps> | האירו-><eps> | את-><eps> | הדרך->אהההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההה	1.0000
common_voice_he_38078770	אַף אִישׁ לֹא זָז מִמְּקוֹמוֹ.	אף איש לא זז ממנו.	אף איש לא זז ממקומו	אף איש לא זז ממנו	אף->אף | איש->איש | לא->לא | זז->זז | ממקומו->ממנו	0.2000
common_voice_he_38078771	יֵש פֹּה חוֹמֶר מְגַוֵון מְאֹד שֶל סְפָרִים, כִּי רוֹב הָאֲנָשִים הֵבִיאוּ מַשֶהוּ	יש פה תוכניות בגלל שש,  תגובה אנשים ובינים.	יש פה חומר מגוון מאוד של ספרים כי רוב האנשים הביאו משהו	יש פה תוכניות בגלל שש  תגובה אנשים ובינים	יש->יש | פה->פה | חומר-><eps> | מגוון-><eps> | מאוד-><eps> | של-><eps> | ספרים->תוכניות | כי->בגלל | רוב->שש | האנשים->תגובה | הביאו->אנשים | משהו->ובינים	0.8333
common_voice_he_38078772	כמה צעיר אתה!	מאוד צעירה	כמה צעיר אתה	מאוד צעירה	כמה-><eps> | צעיר->מאוד | אתה->צעירה	1.0000
common_voice_he_38078773	כּוֹכְבֵי שָׁמַיִם זֶה עִם זֶה סָחִים	קרבי שמיים זה אם זה סכין.	כוכבי שמים זה עם זה סחים	קרבי שמיים זה אם זה סכין	כוכבי->קרבי | שמים->שמיים | זה->זה | עם->אם | זה->זה | סחים->סכין	0.6667
common_voice_he_38078774	הו, כמה קשה לכתוב עוד הכול!	או, כמה קשה לכתוב עוד הכל.	הו כמה קשה לכתוב עוד הכל	או כמה קשה לכתוב עוד הכל	הו->או | כמה->כמה | קשה->קשה | לכתוב->לכתוב | עוד->עוד | הכל->הכל	0.1667
common_voice_he_38078776	כִּי אַחֲרֵי הַכֹּל נִקְשָׁרִים לַמָּקוֹם וְלַאֲנָשִׁים בַּמִּדָּה שֶׁקָּשֶׁה לתארה בְּשָׁעָה שֶׁאַתְּ נִמְצֵאת בּוֹ.	כי אחרי הכל, נקשרים למקום באנשים במידה שקשה לטהרה בשעה שהתמודד הזה.	כי אחרי הכל נקשרים למקום ולאנשים במידה שקשה לתארה בשעה שאת נמצאת בו	כי אחרי הכל נקשרים למקום באנשים במידה שקשה לטהרה בשעה שהתמודד הזה	כי->כי | אחרי->אחרי | הכל->הכל | נקשרים->נקשרים | למקום->למקום | ולאנשים->באנשים | במידה->במידה | שקשה->שקשה | לתארה->לטהרה | בשעה->בשעה | שאת-><eps> | נמצאת->שהתמודד | בו->הזה	0.3846
common_voice_he_38078777	אני אוהבת את הארץ, או יותר נכון, אני רוצה לאהוב	אני אוהבת את זה.	אני אוהבת את הארץ או יותר נכון אני רוצה לאהוב	אני אוהבת את זה	אני->אני | אוהבת->אוהבת | את->את | הארץ-><eps> | או-><eps> | יותר-><eps> | נכון-><eps> | אני-><eps> | רוצה-><eps> | לאהוב->זה	0.7000
common_voice_he_38078778	אני הייתי שם, באמריקה שלך	אני הייתי שם, באמת נקרא שם.	אני הייתי שם באמריקה שלך	אני הייתי שם באמת נקרא שם	אני->אני | הייתי->הייתי | שם->שם | <eps>->באמת | באמריקה->נקרא | שלך->שם	0.6000
common_voice_he_38078779	תהא זו היצירה העמוקה והמקורית ביותר בדורה.	אי-אזור הוא מסילה ארוכה ואומרתומית ביותר.	תהא זו היצירה העמוקה והמקורית ביותר בדורה	אי אזור הוא מסילה ארוכה ואומרתומית ביותר	תהא->אי | זו->אזור | היצירה->הוא | העמוקה->מסילה | והמקורית->ארוכה | ביותר->ואומרתומית | בדורה->ביותר	1.0000
common_voice_he_38078780	בסופו של דבר, לאחר שיבשו הדמעות, הרגשתי שבכל זאת היטבתי עשות.	ושלפו שטה, לאחר שירשו אדמו, הרגשתי שבכל דמו	בסופו של דבר לאחר שיבשו הדמעות הרגשתי שבכל זאת היטבתי עשות	ושלפו שטה לאחר שירשו אדמו הרגשתי שבכל דמו	בסופו-><eps> | של->ושלפו | דבר->שטה | לאחר->לאחר | שיבשו->שירשו | הדמעות->אדמו | הרגשתי->הרגשתי | שבכל->שבכל | זאת-><eps> | היטבתי-><eps> | עשות->דמו	0.7273
common_voice_he_38078781	אָמַר הַמּוֹרֶה, שֶׁאֵיזֶה יֶלֶד יֵלֵךְ אִיתָּהּ הַבַּיְתָה.	אמר המורה שאיזה ילד ילך איתה	אמר המורה שאיזה ילד ילך איתה הביתה	אמר המורה שאיזה ילד ילך איתה	אמר->אמר | המורה->המורה | שאיזה->שאיזה | ילד->ילד | ילך->ילך | איתה->איתה | הביתה-><eps>	0.1429
